transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,revenue,hour,day_bin,day_of_week_num,day_of_week,week_number,time_bucket,is_weekend
98274,2025,9:28:04,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,9,239,3,Thursday,35,Morning (6–11),False
98275,2025,9:28:05,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,9,239,3,Thursday,35,Morning (6–11),False
98276,2025,9:28:06,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,9,239,3,Thursday,35,Morning (6–11),False
98277,2025,9:28:53,1,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,9,239,3,Thursday,35,Morning (6–11),False
98278,2025,9:28:53,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25,9,239,3,Thursday,35,Morning (6–11),False
98279,2025,9:29:44,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,9,239,3,Thursday,35,Morning (6–11),False
98280,2025,9:30:27,2,8,Hell's Kitchen,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,6.0,9,239,3,Thursday,35,Morning (6–11),False
98281,2025,9:31:12,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,9,239,3,Thursday,35,Morning (6–11),False
98282,2025,9:34:17,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,9,239,3,Thursday,35,Morning (6–11),False
98283,2025,9:34:17,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25,9,239,3,Thursday,35,Morning (6–11),False
98284,2025,9:35:39,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,6.0,9,239,3,Thursday,35,Morning (6–11),False
98285,2025,9:36:03,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,9,239,3,Thursday,35,Morning (6–11),False
98286,2025,9:36:03,1,5,Lower Manhattan,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,22.5,9,239,3,Thursday,35,Morning (6–11),False
98287,2025,9:36:07,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,3.0,9,239,3,Thursday,35,Morning (6–11),False
98288,2025,9:36:07,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,9,239,3,Thursday,35,Morning (6–11),False
98289,2025,9:37:21,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,9,239,3,Thursday,35,Morning (6–11),False
98290,2025,9:37:28,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,9,239,3,Thursday,35,Morning (6–11),False
98291,2025,9:38:40,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,3.0,9,239,3,Thursday,35,Morning (6–11),False
98292,2025,9:39:34,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5.0,9,239,3,Thursday,35,Morning (6–11),False
98293,2025,9:40:28,1,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3.0,9,239,3,Thursday,35,Morning (6–11),False
98294,2025,9:41:54,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,9.3,9,239,3,Thursday,35,Morning (6–11),False
98295,2025,9:41:54,1,5,Lower Manhattan,82,12.0,Branded,Housewares,I Need My Bean! Diner mug,12.0,9,239,3,Thursday,35,Morning (6–11),False
98296,2025,9:42:24,2,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,9,239,3,Thursday,35,Morning (6–11),False
98297,2025,9:42:24,1,8,Hell's Kitchen,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,9,239,3,Thursday,35,Morning (6–11),False
98298,2025,9:42:34,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,9,239,3,Thursday,35,Morning (6–11),False
98299,2025,9:42:34,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,9,239,3,Thursday,35,Morning (6–11),False
98300,2025,9:42:34,2,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,9,239,3,Thursday,35,Morning (6–11),False
98301,2025,9:42:34,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,3.75,9,239,3,Thursday,35,Morning (6–11),False
98302,2025,9:42:54,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,9,239,3,Thursday,35,Morning (6–11),False
98303,2025,9:44:32,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,9,240,4,Friday,35,Morning (6–11),False
98304,2025,9:44:32,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,9,240,4,Friday,35,Morning (6–11),False
98305,2025,9:44:43,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,9,240,4,Friday,35,Morning (6–11),False
98306,2025,9:44:43,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,9,240,4,Friday,35,Morning (6–11),False
98307,2025,9:44:48,2,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,6.0,9,240,4,Friday,35,Morning (6–11),False
98308,2025,9:45:46,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,9,240,4,Friday,35,Morning (6–11),False
98309,2025,9:45:48,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2,9,240,4,Friday,35,Morning (6–11),False
98310,2025,9:45:48,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,9,240,4,Friday,35,Morning (6–11),False
98311,2025,9:45:59,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5,9,240,4,Friday,35,Morning (6–11),False
98312,2025,9:45:59,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,9,240,4,Friday,35,Morning (6–11),False
98313,2025,9:46:01,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,9,240,4,Friday,35,Morning (6–11),False
98314,2025,9:47:06,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,9,240,4,Friday,35,Morning (6–11),False
98315,2025,9:47:06,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,9,240,4,Friday,35,Morning (6–11),False
98316,2025,9:47:12,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,9,240,4,Friday,35,Morning (6–11),False
98317,2025,9:47:25,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,9,240,4,Friday,35,Morning (6–11),False
98318,2025,9:47:36,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,9,240,4,Friday,35,Morning (6–11),False
98319,2025,9:47:36,1,3,Astoria,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,14.0,9,240,4,Friday,35,Morning (6–11),False
98320,2025,9:48:21,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,9,240,4,Friday,35,Morning (6–11),False
98321,2025,9:49:01,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,9,240,4,Friday,35,Morning (6–11),False
98322,2025,9:49:01,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,9,240,4,Friday,35,Morning (6–11),False
98323,2025,9:49:08,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,9,240,4,Friday,35,Morning (6–11),False
98324,2025,9:49:15,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,9,240,4,Friday,35,Morning (6–11),False
98325,2025,9:49:24,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,2.5,9,240,4,Friday,35,Morning (6–11),False
98326,2025,9:50:12,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,9,240,4,Friday,35,Morning (6–11),False
98327,2025,9:50:12,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8,9,240,4,Friday,35,Morning (6–11),False
98328,2025,9:50:12,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,9,240,4,Friday,35,Morning (6–11),False
98329,2025,9:50:12,1,3,Astoria,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai,10.95,9,240,4,Friday,35,Morning (6–11),False
98330,2025,9:50:21,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,9,240,4,Friday,35,Morning (6–11),False
98331,2025,9:50:28,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,9,240,4,Friday,35,Morning (6–11),False
98332,2025,9:51:36,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,9,240,4,Friday,35,Morning (6–11),False
98333,2025,9:52:43,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,9,240,4,Friday,35,Morning (6–11),False
98334,2025,9:52:46,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,9,240,4,Friday,35,Morning (6–11),False
98335,2025,9:53:03,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,9,240,4,Friday,35,Morning (6–11),False
98336,2025,9:53:25,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,9,240,4,Friday,35,Morning (6–11),False
98337,2025,9:53:25,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,9,240,4,Friday,35,Morning (6–11),False
98338,2025,9:53:28,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,9,240,4,Friday,35,Morning (6–11),False
98339,2025,9:53:28,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,9,240,4,Friday,35,Morning (6–11),False
98340,2025,9:54:18,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,9,240,4,Friday,35,Morning (6–11),False
98341,2025,9:54:28,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,9,240,4,Friday,35,Morning (6–11),False
98342,2025,9:54:39,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5.0,9,240,4,Friday,35,Morning (6–11),False
98343,2025,9:55:38,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4.0,9,240,4,Friday,35,Morning (6–11),False
98344,2025,9:57:58,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,3.0,9,240,4,Friday,35,Morning (6–11),False
98345,2025,9:57:58,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,9,240,4,Friday,35,Morning (6–11),False
98346,2025,9:58:04,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,3.0,9,240,4,Friday,35,Morning (6–11),False
98347,2025,9:58:28,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,9,240,4,Friday,35,Morning (6–11),False
98348,2025,9:58:43,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,9,240,4,Friday,35,Morning (6–11),False
98349,2025,9:58:43,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,9,240,4,Friday,35,Morning (6–11),False
98350,2025,9:58:43,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,9,240,4,Friday,35,Morning (6–11),False
98351,2025,9:58:43,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,12.75,9,240,4,Friday,35,Morning (6–11),False
98352,2025,9:58:43,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6,9,240,4,Friday,35,Morning (6–11),False
98353,2025,9:59:29,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,9,240,4,Friday,35,Morning (6–11),False
98354,2025,9:59:29,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,9,240,4,Friday,35,Morning (6–11),False
98355,2025,9:59:35,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7.0,9,240,4,Friday,35,Morning (6–11),False
98356,2025,9:59:35,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,9,240,4,Friday,35,Morning (6–11),False
98357,2025,9:59:35,1,5,Lower Manhattan,10,10.0,Coffee beans,Green beans,Guatemalan Sustainably Grown,10.0,9,240,4,Friday,35,Morning (6–11),False
98358,2025,10:00:30,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9.0,10,240,4,Friday,35,Morning (6–11),False
98359,2025,10:00:41,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,10,240,4,Friday,35,Morning (6–11),False
98360,2025,10:00:55,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7.0,10,240,4,Friday,35,Morning (6–11),False
98361,2025,10:00:55,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,3.25,10,240,4,Friday,35,Morning (6–11),False
98362,2025,10:01:06,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98363,2025,10:01:33,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,10,240,4,Friday,35,Morning (6–11),False
98364,2025,10:01:33,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,10,240,4,Friday,35,Morning (6–11),False
98365,2025,10:01:41,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1,10,240,4,Friday,35,Morning (6–11),False
98366,2025,10:02:48,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5.0,10,240,4,Friday,35,Morning (6–11),False
98367,2025,10:03:54,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,10,240,4,Friday,35,Morning (6–11),False
98368,2025,10:04:10,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,10,240,4,Friday,35,Morning (6–11),False
98369,2025,10:04:21,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,6.0,10,240,4,Friday,35,Morning (6–11),False
98370,2025,10:06:48,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,10,240,4,Friday,35,Morning (6–11),False
98371,2025,10:06:48,1,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,10,240,4,Friday,35,Morning (6–11),False
98372,2025,10:07:06,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,10,240,4,Friday,35,Morning (6–11),False
98373,2025,10:07:29,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,10,240,4,Friday,35,Morning (6–11),False
98374,2025,10:09:15,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,10,240,4,Friday,35,Morning (6–11),False
98375,2025,10:09:15,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,10,240,4,Friday,35,Morning (6–11),False
98376,2025,10:09:35,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1,10,240,4,Friday,35,Morning (6–11),False
98377,2025,10:09:49,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,10,240,4,Friday,35,Morning (6–11),False
98378,2025,10:09:49,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8,10,240,4,Friday,35,Morning (6–11),False
98379,2025,10:09:49,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,10,240,4,Friday,35,Morning (6–11),False
98380,2025,10:09:58,1,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,10,240,4,Friday,35,Morning (6–11),False
98381,2025,10:09:58,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8,10,240,4,Friday,35,Morning (6–11),False
98382,2025,10:09:58,1,5,Lower Manhattan,18,10.95,Loose Tea,Chai tea,Spicy Eye Opener Chai,10.95,10,240,4,Friday,35,Morning (6–11),False
98383,2025,10:10:35,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4.0,10,240,4,Friday,35,Morning (6–11),False
98384,2025,10:12:13,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,10,240,4,Friday,35,Morning (6–11),False
98385,2025,10:12:37,1,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,10,240,4,Friday,35,Morning (6–11),False
98386,2025,10:13:04,1,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,10,240,4,Friday,35,Morning (6–11),False
98387,2025,10:13:09,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,10,240,4,Friday,35,Morning (6–11),False
98388,2025,10:13:09,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,10,240,4,Friday,35,Morning (6–11),False
98389,2025,10:13:11,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,10,240,4,Friday,35,Morning (6–11),False
98390,2025,10:13:35,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2.0,10,240,4,Friday,35,Morning (6–11),False
98391,2025,10:14:41,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98392,2025,10:14:42,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,10,240,4,Friday,35,Morning (6–11),False
98393,2025,10:14:42,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,10,240,4,Friday,35,Morning (6–11),False
98394,2025,10:14:47,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,10,240,4,Friday,35,Morning (6–11),False
98395,2025,10:15:36,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,10,240,4,Friday,35,Morning (6–11),False
98396,2025,10:15:36,1,3,Astoria,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,0.8,10,240,4,Friday,35,Morning (6–11),False
98397,2025,10:16:10,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,10,240,4,Friday,35,Morning (6–11),False
98398,2025,10:16:21,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,10,240,4,Friday,35,Morning (6–11),False
98399,2025,10:16:21,1,3,Astoria,15,9.25,Loose Tea,Green tea,Serenity Green Tea,9.25,10,240,4,Friday,35,Morning (6–11),False
98400,2025,10:19:14,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,3.0,10,240,4,Friday,35,Morning (6–11),False
98401,2025,10:19:39,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98402,2025,10:19:39,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,3.0,10,240,4,Friday,35,Morning (6–11),False
98403,2025,10:20:46,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25,10,240,4,Friday,35,Morning (6–11),False
98404,2025,10:20:46,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,0.8,10,240,4,Friday,35,Morning (6–11),False
98405,2025,10:23:02,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,10,240,4,Friday,35,Morning (6–11),False
98406,2025,10:23:09,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,6.0,10,240,4,Friday,35,Morning (6–11),False
98407,2025,10:23:41,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6.0,10,240,4,Friday,35,Morning (6–11),False
98408,2025,10:23:41,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,10,240,4,Friday,35,Morning (6–11),False
98409,2025,10:24:07,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,10,240,4,Friday,35,Morning (6–11),False
98410,2025,10:24:07,1,3,Astoria,3,14.75,Coffee beans,Espresso Beans,Espresso Roast,14.75,10,240,4,Friday,35,Morning (6–11),False
98411,2025,10:25:14,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5.0,10,240,4,Friday,35,Morning (6–11),False
98412,2025,10:25:39,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,10,240,4,Friday,35,Morning (6–11),False
98413,2025,10:25:39,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,10,240,4,Friday,35,Morning (6–11),False
98414,2025,10:25:39,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8.0,10,240,4,Friday,35,Morning (6–11),False
98415,2025,10:25:39,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,10,240,4,Friday,35,Morning (6–11),False
98416,2025,10:26:03,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,10,240,4,Friday,35,Morning (6–11),False
98417,2025,10:26:05,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98418,2025,10:26:05,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,10,240,4,Friday,35,Morning (6–11),False
98419,2025,10:26:10,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,3.0,10,240,4,Friday,35,Morning (6–11),False
98420,2025,10:26:28,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,3.0,10,240,4,Friday,35,Morning (6–11),False
98421,2025,10:26:34,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,3.0,10,240,4,Friday,35,Morning (6–11),False
98422,2025,10:26:38,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5,10,240,4,Friday,35,Morning (6–11),False
98423,2025,10:27:14,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,3.75,10,240,4,Friday,35,Morning (6–11),False
98424,2025,10:27:14,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75,10,240,4,Friday,35,Morning (6–11),False
98425,2025,10:27:38,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,10,240,4,Friday,35,Morning (6–11),False
98426,2025,10:28:43,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98427,2025,10:30:17,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98428,2025,10:30:25,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
98429,2025,10:30:25,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,10,240,4,Friday,35,Morning (6–11),False
98430,2025,10:31:01,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,10,240,4,Friday,35,Morning (6–11),False
98431,2025,10:31:43,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6.0,10,240,4,Friday,35,Morning (6–11),False
98432,2025,10:31:49,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,10,240,4,Friday,35,Morning (6–11),False
98433,2025,10:31:49,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,10,240,4,Friday,35,Morning (6–11),False
98434,2025,10:32:11,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5.0,10,240,4,Friday,35,Morning (6–11),False
98435,2025,10:32:47,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,3.0,10,240,4,Friday,35,Morning (6–11),False
98436,2025,10:32:47,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6,10,240,4,Friday,35,Morning (6–11),False
98437,2025,10:33:06,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7.0,10,240,4,Friday,35,Morning (6–11),False
98438,2025,10:33:06,1,3,Astoria,83,14.0,Branded,Housewares,I Need My Bean! Latte cup,14.0,10,240,4,Friday,35,Morning (6–11),False
98439,2025,10:33:26,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,10,240,4,Friday,35,Morning (6–11),False
98440,2025,10:33:43,3,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,9.0,10,240,4,Friday,35,Morning (6–11),False
98441,2025,10:34:08,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,6.0,10,240,4,Friday,35,Morning (6–11),False
98442,2025,10:34:15,1,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,10,240,4,Friday,35,Morning (6–11),False
98443,2025,10:34:15,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75,10,240,4,Friday,35,Morning (6–11),False
98444,2025,10:35:33,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4.0,10,240,4,Friday,35,Morning (6–11),False
98445,2025,10:35:56,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,10,240,4,Friday,35,Morning (6–11),False
